#FromNodeId	ToNodeId	Weight
77685	46834	0.98
72538	86696	0.28
64782	49201	0.15
17812	69467	0.53
82840	62112	0.3
14377	9967	0.76
54722	92002	0.6
34511	81322	0.9
16081	70456	0.71
77362	69597	0.81
38413	9486	0.84
18816	50362	0.71
71338	95087	0.64
57905	9930	0.09
67764	16257	1.0
47874	28792	0.49
79319	13014	0.9
79599	99584	0.66
53393	61742	0.31
67294	54816	0.27
22750	48914	0.78
67007	84567	0.59
15650	81093	0.85
975	82918	0.97
15735	94859	0.43
79307	63827	0.11
77596	53638	0.65
17621	2553	0.69
32705	19799	0.35
4634	39356	0.55
51378	13736	0.75
63537	97836	0.67
49370	4987	0.77
5738	11194	0.54
30189	53129	0.98
514	98408	1.0
91264	985	0.74
99202	35781	0.09
28651	31630	0.98
56934	35246	0.95
36984	62093	0.89
45787	26339	0.48
22808	14779	0.15
1260	25798	0.9
31235	72941	0.26
54662	13852	0.81
88152	9016	0.3
92797	74050	0.84
13348	98893	0.82
97225	54650	0.58
43513	92915	0.63
10833	95143	0.87
15312	44111	0.75
35663	54431	0.21
57413	63010	0.75
68915	43992	0.41
26450	39996	0.99
39235	78336	0.65
36209	35244	0.38
61238	48654	0.39
6196	84389	0.22
79678	3630	0.79
21319	44753	0.45
61672	73263	0.47
55142	77933	0.71
61869	28181	0.95
81061	95622	0.08
36478	22494	0.13
91087	85519	0.56
5263	80323	0.15
70313	48451	0.95
94702	9506	0.24
97526	26520	0.17
57029	87645	0.39
87994	20730	0.39
24410	28140	1.0
93442	36654	0.23
321	15596	0.56
13351	81527	0.42
71662	85648	0.09
87281	91559	0.39
50398	39596	0.67
47519	63780	0.92
40601	22133	0.83
77477	72145	0.5
1067	90451	0.17
64103	5041	0.53
7300	9742	0.87
75841	65466	0.81
82498	15919	0.19
46459	456	0.45
48885	24201	0.06
69892	37787	0.86
36652	32635	0.17
47896	872	0.56
98442	18405	0.31
9860	94094	0.11
58608	53136	0.64
26336	71516	0.06
61924	57534	0.34
86031	14175	0.25
7357	14195	0.22
8699	36203	0.06
56923	67331	1.0
66426	71977	0.74
8800	89397	0.48
61175	75602	0.06
56285	12892	0.84
52372	79820	0.33
67240	73311	0.13
90123	92186	0.98
4437	12430	0.34
71651	82014	0.41
77158	9825	0.25
22981	71510	0.39
1805	68538	0.93
54619	35025	0.53
66102	36014	0.1
45060	9587	0.81
96394	69308	0.54
16229	63435	0.2
39001	49694	0.11
87421	67783	0.55
27890	39155	0.9
59956	61164	0.63
77607	43542	0.35
83699	16779	0.83
56178	78994	0.44
36663	31259	0.2
16727	51433	0.63
33897	39821	0.53
4966	81749	0.08
87175	24241	0.28
59247	54698	0.9
65167	41931	0.32
45673	10610	1.0
42549	70540	0.41
80195	16805	0.83
37358	61575	0.65
82881	75312	0.11
93662	75200	0.34
90026	29528	0.97
55253	67679	0.17
65914	15038	0.76
6217	94925	0.42
86338	14823	0.86
49591	25860	0.62
15674	5382	0.52
61795	90593	0.95
73201	40463	0.22
91003	76238	0.28
27670	92439	0.41
3414	49632	0.45
630	94493	0.4
58480	25032	0.95
20906	25291	0.05
78710	79190	0.38
29759	67096	0.03
75	200	0.25
36599	45528	0.64
93378	27456	0.7
97265	95268	0.55
21079	47931	0.31
51190	36218	0.33
68526	64217	0.94
86170	95648	0.39
43856	52537	0.99
98644	45925	0.68
15349	76861	0.95
1274	3236	0.75
49460	95366	0.5
64222	81507	0.68
10495	34128	1.0
80284	48943	0.33
55033	80012	0.88
66052	9704	0.81
10647	44366	0.78
20158	42482	0.13
86375	6256	0.98
36595	97715	0.41
34918	87826	0.6
87012	43535	0.12
16481	12043	0.64
74866	36280	0.48
47834	8238	0.14
58521	73455	0.27
9667	74248	0.66
13773	67105	0.94
16600	47357	0.91
25143	60533	0.98
86458	37395	0.07
34834	70812	0.77
38839	89945	0.69
28096	76067	0.81
85134	87633	0.92
18786	80849	0.83
15616	47912	0.99
4354	53356	0.15
49833	25334	0.09
85894	12640	0.47
72655	6725	0.16
5245	86985	0.52
52267	17224	1.0
20858	97549	0.36
47353	63079	0.22
15503	76895	0.84
8548	95562	0.21
70066	39559	0.54
29933	19875	0.6
24690	84367	0.93
21100	40134	0.06
91983	18009	0.36
13925	39200	0.38
42864	71405	0.42
57055	22350	0.31
8539	24272	0.9
72842	40580	0.29
75376	77082	0.77
85310	43341	0.35
35476	38510	1.0
387	38555	0.77
52062	76181	0.93
43468	76495	0.65
62410	69443	0.41
96007	29685	0.1
78241	76336	0.02
38760	65961	0.44
76449	41578	0.27
87630	55139	0.43
22699	6770	0.52
49686	41222	0.71
98379	96218	0.27
72438	61354	0.32
43764	1165	0.97
65793	56245	0.13
3292	63178	0.14
22273	31614	0.93
15354	91026	0.12
51387	73025	0.34
91265	5057	0.28
17621	57300	0.49
22734	79162	0.27
16094	32013	0.44
19574	3037	0.07
25120	3095	0.6
4649	21697	0.69
26693	15324	0.14
73075	36391	0.42
46298	36824	0.36
94437	62605	0.12
70449	28765	0.45
10339	3792	0.43
47427	36773	0.87
83028	59060	0.07
26717	69624	0.16
44208	72356	0.3
48830	84708	0.9
5621	5397	0.85
71419	98370	0.45
73914	79158	0.72
36232	23667	0.55
97426	34891	0.37
42187	13424	0.71
78759	44397	0.29
74380	31223	0.4
32064	33898	0.98
42057	84196	0.83
49618	76103	0.99
58598	42902	0.25
12497	35436	0.07
37398	76592	0.32
75713	19143	0.26
95232	9622	0.27
15064	75621	0.29
22923	86011	0.33
21900	95780	0.94
64029	47512	0.95
59078	50396	0.19
28043	77880	0.56
73774	7828	0.33
81730	80325	0.24
52993	36210	0.9
43813	57741	0.89
81883	42534	0.75
29744	72836	0.68
34554	62518	0.64
32244	15624	0.08
43586	39139	0.9
38087	33922	0.54
66510	51629	0.29
61558	1993	0.32
96164	53125	0.34
19391	70044	0.22
69272	10746	0.05
53241	39144	0.7
21716	99460	0.26
33019	82332	0.08
46840	25156	0.32
52007	47670	1.0
36008	40329	0.72
99844	28288	0.53
24691	73640	0.55
95017	87720	0.04
46426	25020	1.0
36829	20254	0.62
66938	52048	0.09
28507	22692	0.12
32068	71856	0.63
57388	86515	0.73
73391	94162	0.45
28484	1778	0.73
25793	32965	0.09
93812	93882	0.71
18613	22927	0.06
62286	42354	0.59
51453	38058	0.8
25943	99521	0.78
90944	68552	0.59
12855	24746	0.83
5118	65950	0.97
12867	4057	0.19
480	14452	0.2
63112	41279	0.95
19044	24575	0.05
8097	13453	0.65
23620	17459	0.94
47738	22033	0.81
36848	85733	0.84
1440	92484	0.44
43300	45742	0.77
19163	45646	0.33
15781	84624	0.34
27473	34202	0.38
62813	66373	0.09
85672	25203	0.61
25796	18203	0.16
26734	24167	0.1
72623	40005	0.09
65466	55677	0.74
1105	68151	0.13
60791	60094	0.72
29408	35413	0.5
75057	87964	0.25
32607	94695	0.31
26360	49900	0.32
73987	52395	0.49
90325	29328	0.87
67396	7930	0.87
76405	97626	0.6
46201	34960	0.77
1526	37184	0.18
83399	8247	0.1
181	30035	0.91
96588	27517	0.35
73759	19920	0.45
38167	68349	0.49
26997	20117	0.53
57643	73992	0.27
55670	3070	0.27
40702	56310	0.79
85463	71364	0.35
6440	85521	0.39
93939	88011	0.13
20408	65747	0.06
45413	19243	0.68
12514	12504	0.53
71218	68061	0.39
64417	51583	0.63
52802	40591	0.01
53653	98204	0.45
79966	35041	0.72
28954	70022	0.17
53666	46467	0.53
24492	61917	0.02
70593	37919	0.67
73555	49949	0.62
68985	74371	0.38
74447	20557	0.94
52466	91813	0.84
21935	92681	0.72
50763	28992	0.81
92070	33045	0.6
97675	62052	0.79
16479	63568	0.68
7224	2626	0.44
86129	88251	0.65
44181	71172	0.34
30672	79954	0.63
82728	52323	0.16
3441	66472	0.86
77675	94380	0.89
20669	69868	0.29
28045	64341	0.51
31712	36002	0.42
67496	13518	0.69
52046	63240	0.7
12953	94699	0.72
99450	89011	0.42
14067	21782	0.65
51000	4827	0.96
95780	10228	0.01
60386	46577	0.58
83916	63601	0.01
93989	36783	0.67
96569	48125	0.36
41012	54729	0.76
62724	43891	0.25
58062	98838	0.71
70895	44763	0.26
62983	47921	0.53
59768	66720	0.28
76367	47796	0.91
38193	79814	0.82
7704	63244	0.3
2369	46141	0.12
47699	85550	0.25
70010	80822	0.56
45071	13376	0.58
8195	41863	0.75
40957	9793	0.91
15952	62166	0.59
29109	96431	0.66
74072	87903	0.38
59577	81090	0.18
39596	9462	0.09
97805	71703	0.58
40464	19549	0.12
34688	96981	0.52
84701	39455	0.36
9538	83024	0.28
75181	8513	0.35
38900	7894	0.88
38706	63234	0.87
82213	5985	0.52
38410	13856	0.54
4114	61050	0.34
63542	5210	0.87
94570	46246	0.43
78352	71369	0.1
28830	42472	0.57
79533	39896	0.68
88964	34863	0.53
22357	63894	0.53
25961	53521	0.84
4604	62637	0.99
89616	29252	0.08
21866	32248	0.97
40513	46265	0.33
25265	61391	0.87
40931	40912	0.67
17319	76758	0.63
18898	21451	0.98
16525	66972	0.19
35543	9323	0.26
80111	71511	0.57
48859	13549	0.68
91852	38577	0.18
61637	36294	0.63
15705	12633	0.32
90108	78672	0.86
70304	19967	0.43
86145	83345	0.77
54113	51655	0.69
82736	14351	0.22
92076	95202	0.11
61393	95910	0.65
84190	59956	0.79
31499	20203	0.29
13910	38448	0.04
72902	76372	0.72
2435	43318	0.71
65633	67997	0.79
51137	64999	0.72
51039	82365	0.54
52450	15458	0.05
32316	42585	0.61
39650	79129	0.17
96884	73019	0.55
44661	57380	0.98
69816	13042	0.38
32633	69065	0.66
85259	70786	0.28
58647	70552	0.95
86280	64589	0.85
92644	43248	0.77
59157	95484	0.51
18799	53648	0.4
32810	15908	0.78
82352	24837	0.97
32852	78014	0.2
72261	49197	0.94
30743	7353	0.33
73999	15217	0.82
22597	52300	0.24
59078	4727	0.89
45961	17120	0.64
34095	46156	0.49
24012	34032	0.43
35597	74227	0.34
9975	37843	0.53
6519	87292	0.96
45887	93865	0.3
71538	57057	0.53
56325	24120	0.16
71061	46459	0.65
2084	37598	0.37
5644	15969	0.68
76928	867	0.14
93281	47584	0.11
20823	77472	0.66
22344	3444	0.37
91481	2324	0.54
13790	90196	0.83
40913	44837	0.85
83032	78378	0.12
53737	8768	0.05
82899	60933	0.08
34991	19899	0.12
44096	22797	0.89
49799	62069	0.68
67172	86147	0.73
7729	31250	0.04
98265	36242	0.28
42960	32909	0.32
65356	48952	0.13
23124	59818	0.64
8095	67314	0.95
98410	76672	0.6
2120	25280	0.96
36478	84120	0.44
67641	83870	0.74
21078	4068	0.61
62894	45153	0.08
36997	2033	0.1
88737	6141	0.29
74747	3985	0.25
46907	51627	0.13
48049	21704	0.99
66308	47161	0.25
41377	67109	0.6
25072	5787	0.53
26942	37126	1.0
47030	8928	0.55
99858	90443	0.83
27129	45836	0.39
18366	44538	0.52
28771	72972	0.94
84677	35486	0.5
13149	27242	0.19
94482	28622	0.91
56815	19365	0.83
74374	72183	0.25
89403	66558	0.12
61001	12458	0.67
63677	87	0.99
58626	17885	0.16
87898	24963	0.82
41258	76645	0.51
61715	37366	0.76
30024	94335	0.82
23892	23820	0.36
37600	77376	0.96
58265	92652	0.04
38904	74821	0.64
65049	65940	0.73
29863	71970	0.38
23387	13079	0.89
12912	24618	0.97
40026	75353	0.66
95679	71351	0.66
1396	51513	0.67
20204	48375	0.14
38335	2166	0.31
96505	34309	0.94
54485	51562	0.9
4116	74367	0.86
90732	59480	0.03
34700	16785	0.49
87387	99610	0.6
17994	15776	0.93
84377	22495	0.76
68846	95598	0.48
23345	9328	0.15
70059	81869	0.67
18042	6142	0.49
75991	9608	0.91
45546	60355	0.88
28205	34610	0.99
16208	6781	0.95
78854	72903	0.06
56168	32351	0.72
5941	54851	0.65
75699	49172	0.83
74041	43241	0.4
23532	62557	0.42
36630	1454	0.85
85671	25151	0.15
50559	1094	0.42
34809	52997	0.56
97428	38124	0.58
43210	64773	0.37
73577	2031	0.3
47447	1241	0.69
23508	75240	0.9
41441	98612	0.18
18161	46879	0.91
18297	62029	0.19
96543	92024	0.98
9357	57980	0.61
47222	21979	0.05
52823	81396	0.41
6721	30584	0.11
66804	61765	0.55
51791	1905	0.04
24571	47900	0.62
20975	39786	0.84
71630	19037	0.59
84938	40369	0.62
506	81176	0.38
68724	5490	0.25
50921	52209	0.88
99666	24808	0.06
63792	32020	0.27
30035	92272	0.68
37382	98981	0.33
90491	65344	0.41
12925	73178	0.75
29642	18114	0.92
40462	28296	0.97
11911	11848	0.45
35739	25623	0.73
62708	41597	0.1
91083	90877	0.84
69448	70829	0.64
95510	68336	0.63
6788	669	0.55
2064	27171	0.99
30336	69425	0.98
6377	16130	0.24
77854	49961	0.07
13375	59007	0.88
11919	53782	0.43
10562	69027	0.68
528	86591	0.16
58145	55622	0.79
45513	20609	0.08
87949	76963	0.64
76337	92109	0.75
43939	77376	0.27
93205	55354	0.51
16445	10600	0.28
47223	49378	0.69
29255	46902	0.73
47364	26166	0.82
81168	72570	0.11
65582	11217	0.44
77687	28096	0.13
87646	34300	0.76
69753	41692	0.85
63075	56928	0.7
16460	82972	0.26
47725	27710	0.51
48844	1253	0.81
74622	14248	0.93
74105	29206	0.41
33691	72119	0.51
58485	64723	0.99
84150	40167	0.29
83467	13237	0.5
16806	378	0.2
38950	54049	0.77
58938	27917	0.81
60040	45232	0.94
87570	15222	0.65
859	32648	0.41
23484	74213	0.35
55466	98062	1.0
61072	53136	1.0
28527	89073	0.71
25551	8683	0.03
3879	31688	0.51
59335	11681	0.66
23035	47875	0.18
43010	95783	0.33
41178	53591	0.69
5979	40864	0.81
26832	97310	0.29
42365	32087	0.35
69632	52953	0.31
14908	1378	0.93
27978	22671	0.58
12781	71385	0.78
11167	50050	0.93
36360	14769	0.38
26977	22748	0.83
77300	34813	0.71
4231	41397	0.77
92577	49124	0.17
79384	81689	0.19
258	53326	0.08
55255	23526	0.76
98914	20977	0.35
30318	93159	0.32
68975	85293	0.4
13179	74190	0.24
54444	95406	0.6
34279	35177	0.04
83165	49877	0.39
14645	297	0.59
92613	2365	0.58
68198	80749	0.43
9762	55810	0.86
477	97614	0.06
30830	28082	0.04
80366	59626	0.72
24109	45982	0.37
76736	27797	0.84
21837	78629	0.64
53477	6725	0.91
45432	5954	0.71
54954	24821	0.45
54763	9901	0.28
35486	74296	0.11
82992	26547	0.6
85403	30815	0.46
7700	54574	0.06
4717	83497	0.62
40426	21152	0.28
32235	34520	0.27
27160	44038	0.84
99262	7882	0.42
69302	96948	0.11
53712	588	0.27
6477	93718	0.24
74595	97889	0.76
832	40954	0.34
19943	54904	0.85
89032	13645	0.44
96084	59302	0.94
91114	24069	0.02
53956	2712	0.82
89190	44284	0.51
48505	19320	0.96
58120	98938	0.72
43957	37140	0.87
18056	78886	0.01
55495	55939	0.87
64778	40845	0.51
64315	71697	0.75
65291	20364	0.32
74931	11640	0.43
62216	81458	0.76
13547	24917	0.99
44377	53952	0.32
35547	44482	0.78
64954	34008	0.92
28458	78288	0.01
21314	77849	0.84
36667	60603	0.64
21255	58002	0.82
37459	40530	0.06
39847	49308	0.26
37425	24584	0.51
11923	72794	0.49
12908	20064	0.9
63490	19816	0.17
43997	46406	0.52
99659	44737	0.93
41995	72060	0.09
54552	23144	0.33
33729	59985	0.67
9123	95980	0.46
23147	58102	0.94
6674	48528	0.74
18503	22108	0.24
85431	78291	0.72
72357	16619	0.49
13878	99018	0.34
72277	61102	0.95
94282	66816	0.29
24867	10772	0.59
53010	61237	0.63
67020	84238	0.83
19632	3995	0.07
38383	42079	0.64
54582	43724	0.63
52733	17937	0.46
59647	30957	0.21
59491	63460	0.56
49037	25333	0.89
69266	89854	0.52
27050	83569	0.6
70091	99882	0.45
35076	28631	0.06
29781	75923	0.19
9497	78247	0.63
69982	74562	0.38
56221	65764	0.19
7063	39204	0.83
9383	46884	0.43
69631	65759	0.89
65555	10936	0.02
4117	68996	0.59
40465	12801	0.15
82448	31697	0.89
62538	48454	0.46
78974	9698	0.53
8235	12653	0.88
64422	53193	0.96
91745	89820	0.58
75253	89081	0.24
46778	55891	0.42
12623	87498	0.84
60314	78441	0.16
62293	67483	0.14
49037	11879	0.48
39652	36317	0.54
2260	16114	0.99
61599	63674	0.99
3238	22455	0.6
43196	26215	0.09
3125	4237	0.8
49829	16847	1.0
17046	2540	0.38
20874	48200	0.77
88733	67604	0.43
38180	74083	0.98
65373	7302	0.49
16208	6458	0.81
18553	58940	0.58
78069	71009	0.08
32753	92400	0.57
33873	44526	0.39
95209	90823	0.41
49101	5605	0.34
35461	91320	0.18
54827	11978	0.84
23385	69775	0.86
32108	10214	0.22
42390	27744	0.74
85922	57343	0.02
66123	58124	0.12
27763	54764	0.82
50980	11665	0.7
40786	17940	0.76
31963	39840	0.43
99901	52974	0.68
70724	62381	0.25
42594	20099	0.81
3388	67412	0.27
70489	16087	0.8
63408	96716	0.38
61351	54472	0.98
64170	65258	0.23
72832	38940	0.08
80118	50218	0.89
77699	17654	0.83
89249	9753	0.83
70015	64765	0.26
86946	88863	0.67
84117	99113	0.66
4287	74452	0.02
96584	2063	0.52
94627	75103	0.12
64445	28369	0.5
89813	43227	0.17
44371	64565	0.54
32643	6236	0.88
87469	19332	0.05
76	89421	0.91
99225	98312	0.04
41070	21803	0.2
23215	74714	0.08
20381	15780	0.39
77731	26903	0.29
89479	83751	0.72
21586	41294	0.29
13001	94277	0.87
14230	44276	0.9
87314	8404	0.92
30955	14736	0.77
53138	8046	0.68
76089	16286	0.94
79305	37604	0.15
76866	50221	0.26
19597	8666	0.57
47523	35913	0.14
18612	29616	0.99
9416	38629	0.14
3175	40825	0.23
72605	86943	0.44
62858	54907	0.28
56086	33326	0.02
53014	90367	0.13
34775	36370	0.06
76307	6734	0.04
27709	95980	0.74
33836	63019	0.73
6997	12218	0.18
91906	89323	0.58
13674	97011	0.71
45555	52340	0.54
46610	52307	0.48
97895	79424	0.3
67585	74391	0.51
28945	73816	0.37
4301	66804	1.0
49817	73297	0.58
45091	32190	0.11
85306	32241	0.92
57043	84841	0.16
87247	14021	0.06
52607	96299	0.71
32389	77066	0.76
532	30889	0.93
4421	60082	0.69
43108	13559	0.46
21926	4304	0.03
57870	2390	0.5
95171	51294	0.5
14741	67397	0.58
20413	15284	0.78
68516	40475	0.08
30529	21	0.56
81337	52619	0.31
23659	54690	0.19
74659	66068	1.0
66629	65013	0.63
89984	76912	0.16
28622	35046	0.68
19449	97827	0.62
28282	93670	0.39
99617	61786	0.7
54579	85296	0.7
35285	21238	0.09
93043	10090	0.69
20793	10996	1.0
95810	55573	0.72
84594	75641	0.97
15347	58008	0.07
61984	12295	0.54
17681	40702	0.78
18483	86444	0.75
39429	46072	0.48
8055	60594	0.01
64503	53257	0.54
94057	67939	0.34
65242	50056	0.89
68579	61404	0.41
43400	53953	0.68
48518	7901	0.97
56165	8641	0.71
85454	14032	0.9
77495	388	0.22
46255	7128	0.41
2058	77354	0.3
61268	62686	0.96
53216	30055	0.01
66937	14468	0.61
10262	72712	0.25
23527	14782	0.8
84943	83158	0.88
80955	73946	0.75
71589	65805	0.45
9685	74161	0.88
47374	94624	0.74
33038	67955	0.56
20934	79282	0.01
67101	73196	0.37
67185	56687	0.25
86383	32408	0.67
8917	63008	0.98
97411	37707	0.98
41393	52489	0.72
78850	5019	0.9
51787	69079	0.92
6889	94098	0.46
50763	56058	0.07
65078	14042	0.3
47848	4838	0.14
41242	44544	0.84
69069	5222	0.2
16528	60405	0.55
7643	52350	0.31
99116	20554	0.92
87628	95948	0.96
93744	39562	0.98
11482	32650	0.22
83946	47441	0.41
77864	47797	0.14
10660	90352	0.62
1148	97313	0.36
56552	33669	0.41
44216	37972	0.59
86191	67941	0.15
50596	82703	0.05
31775	96166	0.53
22619	1707	0.08
4646	78440	0.87
89750	29723	0.12
51294	10057	0.02
16787	58792	0.17
12323	70577	1.0
10077	17820	0.62
52407	59190	0.72
51773	26305	0.74
6515	79016	0.78
31517	37420	0.47
36884	1065	0.99
29260	61383	0.05
3590	70547	0.83
73399	12110	0.1
27988	72568	0.32
85430	34263	0.8
90734	45896	0.8
73609	9356	1.0
89678	91000	0.31
38261	33798	0.09
8442	78298	0.83
7493	15494	0.47
18582	10499	0.8
42084	84907	0.2
15676	57605	0.97
23165	50136	0.04
90668	34997	0.97
50579	8314	0.8
48647	67914	0.05
18719	94871	0.25
42391	14813	0.04
96075	27197	0.89
84754	61874	0.22
43821	56134	0.5
39178	27897	0.78
13418	99078	0.7
33547	29560	0.17
71265	57282	0.42
57810	20803	0.26
84906	97779	0.16
24143	8877	0.45
40767	7054	0.85
33603	30461	0.42
87696	29788	0.34
90128	23371	0.18
1979	44293	0.42
76968	10976	0.98
23258	93184	0.91
80480	11431	0.8
10614	74629	0.7
36099	38816	0.06
15240	86029	0.32
69317	13707	0.72
58751	70809	0.59
2715	34915	0.04
61302	43760	0.37
40152	44880	0.66
55997	38401	0.35
83532	83887	0.9
96444	42040	0.52
11074	10414	0.36
22923	80603	0.5
76748	69099	0.08
15260	49715	0.14
16776	19903	0.16
86134	88611	0.95
95772	19309	0.82
9200	11959	0.56
50257	99557	0.22
40692	38839	0.55
9125	8979	0.76
564	88476	0.41
22319	22005	0.26
7774	49355	0.37
87862	54426	0.91
50414	69224	0.25
33083	56982	0.1
38622	78630	0.95
84418	77764	0.23
70267	58258	0.91
78050	68896	0.16
78844	65227	0.14
79848	51067	0.94
52948	87860	0.3
62790	75758	0.7
52020	20544	0.87
95449	48715	0.81
33241	80249	0.43
91313	98659	0.34
65768	19900	0.73
61700	52441	0.21
66135	52591	0.27
51720	40514	0.26
75773	24673	0.15
14880	99728	0.33
51211	5646	0.17
57648	39189	0.85
73729	27099	0.23
70839	10045	0.14
86255	63763	0.91
67509	90679	0.98
32619	38710	0.66
90162	19625	0.17
74209	64227	0.84
85425	40309	0.42
37663	40105	0.8
44582	60564	0.19
54309	4360	0.49
17055	54988	0.75
3116	75791	0.01
59131	37473	0.48
16206	48642	0.26
14343	79444	0.72
12472	66496	1.0
10957	48939	0.78
4242	76961	0.37
4846	50833	0.18
90682	10891	0.72
17463	64085	0.89
28190	54237	0.01
26916	82554	0.5
11134	70772	0.98
67852	26619	0.03
49986	80851	0.23
66856	66456	0.6
58433	72855	0.57
25287	75980	0.16
84578	30758	0.49
69539	6589	0.85
36129	38602	0.78
96714	77267	0.77
93781	34126	0.95
91598	46899	0.5
27903	82803	0.39
76082	26031	0.75
812	43209	0.4
63094	70412	0.65
39716	49438	0.15
77296	4865	0.55
20052	43534	0.85
10350	45066	0.22
93197	78393	0.61
5763	34074	0.9
97087	2421	0.83
60895	6436	0.84
35880	36186	0.98
52346	84879	0.45
33701	89784	0.61
16799	30959	0.6
37598	62368	0.53
96720	72467	0.47
49301	43595	0.04
33837	78861	0.11
87522	99131	0.51
85760	30056	0.54
62371	96182	0.85
36502	62816	0.75
63638	29830	0.65
66750	91452	0.22
84386	90259	0.48
92518	71404	0.51
38321	86492	0.93
35934	71659	0.65
90535	3040	0.97
52677	62746	0.97
14423	68087	0.46
42157	99328	0.66
86177	78088	0.28
83766	42647	0.07
47663	20910	0.7
94249	26451	0.71
61189	39176	0.06
12592	41636	0.26
78073	55592	0.11
82036	67614	0.05
88582	71792	0.52
61616	7304	0.82
21583	6571	0.5
91861	6828	0.37
74627	27060	0.86
27147	11155	0.13
4511	91573	0.57
67149	21950	0.81
45699	40039	0.08
65830	5875	0.56
37700	23321	0.85
83803	87891	0.26
43833	43613	0.91
13909	68695	0.96
86037	52157	0.6
95137	86530	0.21
46527	68906	0.31
28525	55215	0.32
10298	72993	0.04
13809	39701	0.39
4144	28715	0.37
96189	9043	0.61
80842	66594	0.02
5928	16839	0.07
34900	77975	0.99
18861	2401	0.57
76171	92380	0.99
92063	83123	0.33
73076	55164	0.05
73116	19163	0.49
32340	98811	0.86
33105	35008	0.59
34620	38602	0.53
24191	62485	0.15
55458	50747	0.63
11426	38953	0.86
44576	95439	0.65
32247	18752	0.2
18386	41427	0.72
86803	68561	0.5
7928	21853	0.26
23726	36742	0.97
97606	68966	0.49
45717	89213	0.25
60033	56930	0.18
57138	15048	0.09
76662	3622	0.89
67766	60719	0.43
5613	56869	0.26
68313	63166	0.56
50496	63819	0.44
7037	41791	0.67
84709	61038	0.01
6908	13800	0.44
45603	94584	0.03
27269	83829	0.26
96861	72663	0.24
95039	33800	0.04
77774	30740	0.14
47852	50154	0.68
82385	30203	0.02
47497	94281	0.36
69090	82921	0.11
97249	49669	0.49
9318	67602	0.83
69564	42795	0.81
80236	68932	0.86
31614	4520	0.39
42236	42284	0.19
31965	15930	0.66
11927	82810	0.25
77517	53450	0.18
79468	74830	0.08
35709	45980	0.46
45027	41227	0.67
55662	26956	0.22
91939	42151	0.39
81732	52052	0.48
87947	68967	0.87
46324	30202	0.24
95391	91879	0.08
12313	29612	0.62
51151	5013	0.57
72654	43064	0.7
79561	46307	0.72
13057	53284	0.01
37307	78301	0.32
11814	27101	0.79
22237	8117	0.23
48224	86229	0.52
35611	4200	0.94
56651	36866	0.82
4437	89539	0.72
48280	13605	0.17
2224	50262	0.54
18154	38717	0.64
58164	48465	0.98
61564	90899	0.01
50476	93825	0.63
40470	26564	0.21
10662	99406	0.52
81985	10920	0.12
63109	90250	0.65
71299	50711	0.87
70383	58366	0.43
87848	37958	0.58
93975	30555	0.47
30524	87229	0.69
97094	61072	0.44
85577	6627	0.68
32263	68774	0.82
85677	81856	0.51
63373	34945	0.75
21087	26364	0.52
27798	16717	0.74
53332	13747	0.92
11121	31656	0.54
27081	56154	0.25
51001	6233	0.66
99685	10860	0.04
86376	63717	0.13
45951	21530	0.17
45304	18243	0.58
81853	88971	0.35
32961	10601	0.81
34381	10664	0.77
73734	70957	0.19
45025	2485	0.73
47048	28567	0.08
12183	27759	0.44
47650	15923	0.98
100	42489	0.31
39933	46950	0.75
74527	65105	0.5
92140	97611	0.51
19776	43444	0.22
76297	56381	0.49
18428	96136	0.61
74783	64424	0.51
98679	9348	0.12
52904	70186	0.69
55995	26111	0.97
2918	10903	0.85
91995	42616	0.15
8251	80821	0.7
33956	64839	0.36
10164	35795	0.69
42304	60767	0.84
46698	35653	0.58
4769	22434	0.82
1448	67462	0.09
34710	94943	0.36
43080	2367	0.65
3693	52663	0.27
2781	93162	0.74
64244	31657	0.76
10565	60853	0.65
21376	91246	0.64
69466	56163	0.13
48385	73199	0.29
64564	86394	0.53
83600	25805	0.04
57431	73357	0.53
8302	71381	0.12
28548	8060	0.68
13293	19320	0.31
53500	36401	0.85
1438	78439	0.69
5208	48800	0.49
61289	92917	0.86
82387	68065	1.0
41386	43444	0.02
2864	45259	0.99
38992	80846	0.88
19857	66387	0.42
72404	6050	0.04
87232	87558	0.33
91966	80265	0.13
37661	16368	0.37
83032	90833	0.75
33718	25303	0.79
15976	35726	0.8
36481	18689	0.57
84619	68404	0.06
54494	83507	0.88
77223	67221	0.33
23530	41575	0.29
37318	36198	0.09
80728	9420	0.76
59902	32522	0.26
74539	35823	0.58
86554	8978	0.87
83180	9335	0.21
63539	22320	0.53
3636	95290	0.45
27994	7057	0.57
36456	36035	0.31
36779	77077	0.07
67625	79069	0.8
26414	94431	0.81
79509	22463	0.38
83194	13568	0.31
89047	88742	0.13
68793	67283	0.75
90363	58234	0.28
3889	87493	0.41
85193	14117	0.21
66858	82717	0.46
21195	79591	0.23
84591	25181	0.56
93643	62957	0.41
82654	69427	0.9
55785	20665	0.67
79859	68499	0.14
37753	12210	1.0
68227	3149	0.67
97488	9963	0.36
43344	27744	0.51
4634	59310	0.88
89110	50501	0.61
48367	42671	0.62
47619	36914	0.63
52809	95345	0.17
51841	13	0.96
33606	36951	0.36
4827	47688	0.71
47894	43831	0.76
20778	92663	0.11
